token	lemma	pos	Gend
quod	qui	PROrel	Neut
ab	ab	PRE	_
alio	alius	PROind	MascNeut
audierat	audio	VER	_
sui	suus	PROpos.ref	MascNeut
aliquid	aliquis	PROind	Neut
timoris	timor	NOM	_
addebat	addo	VER	_

Massilia	massilia	NOM	_
enim	enim	CONcoo	_
fere	fere	ADV	_
tribus	tres	ADJcar	Com
ex	ex	PRE	_
oppidi	oppidum	NOM	_
partibus	pars	NOM	_
mari	mare	NOM	_
adluitur	alluo	VER	_
reliqua	reliquus	ADJqua	Fem
quarta	quartus	ADJord	Fem
est	sum	VER	_
quae	qui	PROrel	Fem
aditum	aditus	NOM	_
habeat	habeo	VER	_
a	ab	PRE	_
terra	terra	NOM	_

fugitiuis	fugitiuus	NOM	_
omnibus	omnis	PROind	Com
nostris	noster	PROpos	Com
certus	certus	ADJqua	Masc
erat	sum	VER	_
Alexandriae	alexandria	NOM	_
receptus	receptus	NOM	_
certa	certus	ADJqua	Fem
-que	que	CONcoo	_
uitae	uita	NOM	_
condicio	condicio	NOM	_
ut	ut	CONsub	_
dato	do	VER	MascNeut
nomine	nomen	NOM	_
militum	miles	NOM	_
essent	sum	VER	_
numero	numerus	NOM	_

alii	alius	PROind	Masc
quod	quod	CONsub	_
pridie	pridie	ADV	_
noctu	noctu	ADV	_
conclamatum	conclamo	VER	Neut
Caesaris	caesar	NOM	_
castris	castra	NOM	_
argumenti	argumentum	NOM	_
sumebant	sumo	VER	_
loco	locus	NOM	_
non	non	ADVneg	_
posse	possum	VER	_
clam	clam	ADV	_
exiri	exeo	VER	_

simul	simul	ADV	_
ab	ab	PRE	_
sinistro	sinister	ADJqua	MascNeut
cornu	cornu	NOM	_
P	publius	NOM	_
Atti	attius	NOM	_
equitatus	equitatus	NOM	_
omnis	omnis	PROind	MascFem
et	et	CONcoo	_
una	una	ADV	_
leuis	leuis	ADJqua	Com
armaturae	armatura	NOM	_
interiecti	intericio	VER	Masc
conplures	complures	NOM	_
cum	cum	CONsub	_
se	sui	PROref	_
in	in	PRE	_
uallem	uallis	NOM	_
demitterent	demitto	VER	_
cernebantur	cerno	VER	_

sub	sub	PRE	_
tecto	tectum	NOM	_
miles	miles	NOM	_
dextra	dextera	NOM	_
ac	ac	CONcoo	_
sinistra	sinistra	NOM	_
muro	murus	NOM	_
tectus	tego	VER	Masc
aduersus	aduersus	ADV	_
plutei	pluteus	NOM	_
obiectu	obiectus	NOM	_
operi	opus	NOM	_
quaecumque	quicumque	PROrel	Neut
sunt	sum	VER	_
usui	usus	NOM	_
sine	sine	PRE	_
periculo	periculum	NOM	_
subportat	supporto	VER	_

Caesar	caesar	NOM	_
prima	primus	ADJord	Fem
luce	lux	NOM	_
omnes	omnis	PROind	MascFem
eos	is	PROdem	Masc
qui	qui	PROrel	Masc
in	in	PRE	_
monte	mons	NOM	_
consederant	consido	VER	_
ex	ex	PRE	_
superioribus	superus	ADJqua	Com
locis	locus	NOM	_
in	in	PRE	_
planitiem	planities	NOM	_
descendere	descendo	VER	_
atque	atque	CONcoo	_
arma	arma	NOM	_
proicere	proicio	VER	_
iussit	iubeo	VER	_

postero	posterus	ADJqua	MascNeut
die	dies	NOM	_
duces	dux	NOM	_
aduersariorum	aduersarius	NOM	_
perturbati	perturbatus	ADJqua	Masc
quod	quod	CONsub	_
omnem	omnis	PROind	MascFem
rei	res	NOM	_
frumentariae	frumentarius	ADJqua	Fem
fluminis	flumen	NOM	_
-que	que	CONcoo	_
Hiberi	iberus	NOM	_
spem	spes	NOM	_
dimiserant	dimitto	VER	_
de	de	PRE	_
reliquis	reliquus	ADJqua	Com
rebus	res	NOM	_
consultabant	consulto	VER	_

nam	nam	CONcoo	_
ad	ad	PRE	_
eas	is	PROdem	Fem
quae	qui	PROrel	Fem
factae	facio	VER	Fem
Arelate	arelas	NOM	_
per	per	PRE	_
Caesarem	caesar	NOM	_
captiuae	captiuus	ADJqua	Fem
Massiliensium	massilienses	NOM	_
accesserant	accedo	VER	_
6	6	ADJcar	_

quorum	qui	PROrel	MascNeut
cognita	cognosco	VER	Fem
uoluntate	uoluntas	NOM	_
clam	clam	ADV	_
profugit	profugio	VER	_
Apollonia	apollonia	NOM	_
Staberius	staberius	NOM	_

biduum	biduum	NOM	_
tempestate	tempestas	NOM	_
retentus	retineo	VER	Masc
nauibus	nauis	NOM	_
-que	que	CONcoo	_
aliis	alius	PROind	Com
additis	addo	VER	Com
actuariis	actuarius	ADJqua	Com
in	in	PRE	_
Ciliciam	cilicia	NOM	_
atque	atque	CONcoo	_
inde	inde	ADV	_
Cyprum	cyprus	NOM	_
peruenit	peruenio	VER	_

huius	hic	PROdem	Com
aduentum	aduentus	NOM	_
50	50	NOM	_
Caesar	caesar	NOM	_
filius	filius	NOM	_
cum	cum	PRE	_
10	10	ADJcar	_
longis	longus	ADJqua	Com
nauibus	nauis	NOM	_
ad	ad	PRE	_
Clupeas	clupeae	NOM	_
praestolans	praestolor	VER	Com
quas	qui	PROrel	Fem
nauis	nauis	NOM	_
Vticae	utica	NOM	_
ex	ex	PRE	_
praedonum	praedo	NOM	_
bello	bellum	NOM	_
subductas	subduco	VER	Fem
P	publius	NOM	_
Attius	attius	NOM	_
reficiendas	reficio	VER	Fem
huius	hic	PROdem	Com
belli	bellum	NOM	_
causa	causa	NOM	_
curauerat	curo	VER	_
ueritus	uereor	VER	Masc
nauium	nauis	NOM	_
multitudinem	multitudo	NOM	_
ex	ex	PRE	_
alto	altum	NOM	_
refugerat	refugio	VER	_
adpulsa	appello	VER	Fem
-que	que	CONcoo	_
ad	ad	PRE	_
proximum	propior	ADJqua	MascNeut
litus	litus	NOM	_
trireme	triremis	NOM	_
constrata	consterno	VER	Fem
et	et	CONcoo	_
in	in	PRE	_
litore	litus	NOM	_
relicta	relinquo	VER	Fem
pedibus	pes	NOM	_
Hadrumetum	hadrumetum	NOM	_
profugerat	profugio	VER	_

Numidae	numidae	NOM	_
enim	enim	CONcoo	_
quadam	quidam	PROind	Fem
barbara	barbarus	ADJqua	Fem
consuetudine	consuetudo	NOM	_
nullis	nullus	PROind	Com
ordinibus	ordo	NOM	_
passim	passim	ADV	_
consederant	consido	VER	_

est	sum	VER	_
autem	autem	CONcoo	_
oppidum	oppidum	NOM	_
et	et	CONcoo	_
loci	locus	NOM	_
natura	natura	NOM	_
et	et	CONcoo	_
colle	collis	NOM	_
munitum	munitus	ADJqua	Neut

-que	que	CONcoo	_
equites	eques	NOM	_
committunt	committo	VER	_
proelium	proelium	NOM	_
et	et	CONcoo	_
priusquam	priusquam	CONsub	_
plane	plane	ADV	_
legiones	legio	NOM	_
explicari	explico	VER	_
et	et	CONcoo	_
consistere	consisto	VER	_
possent	possum	VER	_
tota	totus	PROind	Neut
auxilia	auxilium	NOM	_
regis	rex	NOM	_
impedita	impeditus	ADJqua	Neut
ac	ac	CONcoo	_
perturbata	perturbatus	ADJqua	Neut
quod	quod	CONsub	_
nullo	nullus	PROind	MascNeut
ordine	ordo	NOM	_
et	et	CONcoo	_
sine	sine	PRE	_
timore	timor	NOM	_
iter	iter	NOM	_
fecerant	facio	VER	_
in	in	PRE	_
fugam	fuga	NOM	_
coiciunt	conicio	VER	_
equitatu	equitatus	NOM	_
-que	que	CONcoo	_
omni	omnis	PROind	Com
fere	fere	ADV	_
incolumi	incolumis	ADJqua	Com
quod	quod	CONsub	_
se	sui	PROref	_
per	per	PRE	_
litora	litus	NOM	_
celeriter	celeriter	ADV	_
in	in	PRE	_
oppidum	oppidum	NOM	_
recipit	recipio	VER	_
magnum	magnus	ADJqua	MascNeut
peditum	pedes	NOM	_
numerum	numerus	NOM	_
interficiunt	interficio	VER	_

huius	hic	PROdem	Com
quoque	quoque	ADV	_
spatii	spatium	NOM	_
pars	pars	NOM	_
ea	is	PROdem	Fem
quae	qui	PROrel	Fem
ad	ad	PRE	_
arcem	arx	NOM	_
pertinet	pertineo	VER	_
loci	locus	NOM	_
natura	natura	NOM	_
et	et	CONcoo	_
ualle	uallis	NOM	_
altissima	altus	ADJqua	Fem
munita	munio	VER	Fem
longam	longus	ADJqua	Fem
et	et	CONcoo	_
difficilem	difficilis	ADJqua	MascFem
habet	habeo	VER	_
oppugnationem	oppugnatio	NOM	_

accedebant	accedo	VER	_
ad	ad	PRE	_
haec	hic	PROdem	Neut
grauissimae	grauis	ADJqua	Fem
usurae	usura	NOM	_
quod	qui	PROrel	Neut
in	in	PRE	_
bello	bellum	NOM	_
plerumque	plerumque	ADV	_
accidere	accido	VER	_
consueuit	consuesco	VER	_
uniuersis	uniuersi	NOM	_
imperatis	impero	VER	Com
pecuniis	pecunia	NOM	_
quibus	qui	PROrel	Com
in	in	PRE	_
rebus	res	NOM	_
prolationem	prolatio	NOM	_
diei	dies	NOM	_
donationem	donatio	NOM	_
esse	sum	VER	_
dicebant	dico	VER	_

quibus	qui	PROrel	Com
confirmatis	confirmo	VER	Com
rebus	res	NOM	_
se	sui	PROref	_
statim	statim	ADV	_
signa	signum	NOM	_
translaturos	transfero	VER	Masc
confirmant	confirmo	VER	_
legatos	legatus	NOM	_
-que	que	CONcoo	_
de	de	PRE	_
pace	pax	NOM	_
primorum	primus	ADJord	MascNeut
ordinum	ordo	NOM	_
centuriones	centurio	NOM	_
ad	ad	PRE	_
Caesarem	caesar	NOM	_
mittunt	mitto	VER	_

ipse	ipse	PROdem	Masc
cognita	cognosco	VER	Fem
locorum	locus	NOM	_
natura	natura	NOM	_
ponti	pons	NOM	_
castris	castra	NOM	_
-que	que	CONcoo	_
praesidio	praesidium	NOM	_
sex	sex	ADJcar	_
cohortes	cohors	NOM	_
relinquit	relinquo	VER	_
atque	atque	CONcoo	_
omnia	omnis	PROind	Neut
impedimenta	impedimentum	NOM	_
et	et	CONcoo	_
postero	posterus	ADJqua	MascNeut
die	dies	NOM	_
omnibus	omnis	PROind	Com
copiis	copia	NOM	_
triplici	triplex	ADJmul	Com
instructa	instruo	VER	Fem
acie	acies	NOM	_
ad	ad	PRE	_
Ilerdam	ilerda	NOM	_
proficiscitur	proficiscor	VER	_
et	et	CONcoo	_
sub	sub	PRE	_
castris	castra	NOM	_
Afrani	afranius	NOM	_
consistit	consisto	VER	_
et	et	CONcoo	_
ibi	ibi	ADV	_
paulisper	paulisper	ADV	_
sub	sub	PRE	_
armis	arma	NOM	_
moratus	moror	VER	Masc
facit	facio	VER	_
aequo	aequus	ADJqua	MascNeut
loco	locus	NOM	_
pugnandi	pugno	VER	_
potestatem	potestas	NOM	_

eo	eo	ADV	_
partem	pars	NOM	_
nauium	nauis	NOM	_
longarum	longus	ADJqua	Fem
conuenire	conuenio	VER	_
frumentum	frumentum	NOM	_
commeatum	commeatus	NOM	_
-que	que	CONcoo	_
ab	ab	PRE	_
Asia	asia	NOM	_
atque	atque	CONcoo	_
omnibus	omnis	PROind	Com
regionibus	regio	NOM	_
quas	qui	PROrel	Fem
tenebat	teneo	VER	_
conportari	comporto	VER	_
imperat	impero	VER	_

docent	doceo	VER	_
si	si	CONsub	_
omnino	omnino	ADV	_
turris	turris	NOM	_
concidisset	concido	VER	_
non	non	ADVneg	_
posse	possum	VER	_
milites	miles	NOM	_
contineri	contineo	VER	_
quin	quin	CONsub	_
spe	spes	NOM	_
praedae	praeda	NOM	_
in	in	PRE	_
urbem	urbs	NOM	_
inrumperent	irrumpo	VER	_
urbem	urbs	NOM	_
-que	que	CONcoo	_
delerent	deleo	VER	_

cuius	qui	PROrel	Com
aduentu	aduentus	NOM	_
nuntiato	nuntio	VER	MascNeut
50	50	NOM	_
Plancus	plancus	NOM	_
qui	qui	PROrel	Masc
legionibus	legio	NOM	_
praeerat	praesum	VER	_
necessaria	necessarius	ADJqua	Fem
re	res	NOM	_
coactus	cogo	VER	Masc
locum	locus	NOM	_
capit	capio	VER	_
superiorem	superus	ADJqua	MascFem
diuersam	diuersus	ADJqua	Fem
-que	que	CONcoo	_
aciem	acies	NOM	_
in	in	PRE	_
duas	duo	ADJcar	Fem
partes	pars	NOM	_
constituit	constituo	VER	_
ne	ne	CONsub	_
ab	ab	PRE	_
equitatu	equitatus	NOM	_
circumueniri	circumuenio	VER	_
posset	possum	VER	_

hanc	hic	PROdem	Fem
legionem	legio	NOM	_
sperans	spero	VER	Com
Caesar	caesar	NOM	_
se	sui	PROref	_
opprimere	opprimo	VER	_
posse	possum	VER	_
et	et	CONcoo	_
cupiens	cupio	VER	Com
eius	is	PROdem	Com
diei	dies	NOM	_
detrimentum	detrimentum	NOM	_
sarcire	sarcio	VER	_
reliquit	relinquo	VER	_
in	in	PRE	_
opere	opus	NOM	_
cohortes	cohors	NOM	_
duas	duo	ADJcar	Fem
quae	qui	PROrel	Fem
speciem	species	NOM	_
munitionis	munitio	NOM	_
praeberent	praebeo	VER	_
ipse	ipse	PROdem	Masc
diuerso	diuersus	ADJqua	MascNeut
itinere	iter	NOM	_
quam	quam	ADVrel	_
potuit	possum	VER	_
occultissime	occulte	ADV	_
reliquas	reliquus	ADJqua	Fem
cohortes	cohors	NOM	_
numero	numerus	NOM	_
33	33	ADJcar	_
33	33	ADJcar	MascFem
in	in	PRE	_
quibus	qui	PROrel	Com
erat	sum	VER	_
legio	legio	NOM	_
nona	nonus	ADJord	Fem
multis	multus	ADJqua	Com
amissis	amitto	VER	Com
centurionibus	centurio	NOM	_
deminuto	deminuo	VER	MascNeut
-que	que	CONcoo	_
militum	miles	NOM	_
numero	numerus	NOM	_
ad	ad	PRE	_
legionem	legio	NOM	_
Pompei	pompeius	NOM	_
castra	castra	NOM	_
-que	que	CONcoo	_
minora	paruus	ADJqua	Neut
duplici	duplex	ADJmul	Com
acie	acies	NOM	_
eduxit	educo	VER	_

audiente	audio	VER	Com
utroque	uterque	PROind	MascNeut
exercitu	exercitus	NOM	_
loquitur	loquor	VER	_
Afranius	afranius	NOM	_
non	non	ADVneg	_
esse	sum	VER	_
aut	aut	CONcoo	_
ipsis	ipse	PROdem	Com
aut	aut	CONcoo	_
militibus	miles	NOM	_
suscensendum	succenseo	VER	MascNeut
quod	quod	CONsub	_
fidem	fides	NOM	_
erga	erga	PRE	_
imperatorem	imperator	NOM	_
suum	suus	PROpos.ref	MascNeut
Cn	gnaeus	NOM	_
Pompeium	pompeius	NOM	_
conseruare	conseruo	VER	_
uoluerint	uolo	VER	_

ita	ita	ADV	_
fastigato	fastigo	VER	MascNeut
atque	atque	CONcoo	_
ordinatim	ordinatim	ADV	_
structo	struo	VER	MascNeut
trabes	trabs	NOM	_
quae	qui	PROrel	Neut
in	in	PRE	_
capreolis	capreolus	NOM	_
conlocatae	colloco	VER	Fem
lateribus	later	NOM	_
luto	lutum	NOM	_
-que	que	CONcoo	_
musculus	musculus	NOM	_
ut	ut	CONsub	_
ab	ab	PRE	_
igni	ignis	NOM	_
qui	qui	PROrel	Masc
ex	ex	PRE	_
muro	murus	NOM	_
iaceretur	iacio	VER	_
tutus	tutus	ADJqua	Masc
esset	sum	VER	_
contegitur	contego	VER	_

quae	qui	PROrel	Fem
cum	cum	CONsub	_
nauibus	nauis	NOM	_
nostris	noster	PROpos	Com
propinquassent	propinquo	VER	_
in	in	PRE	_
portum	portus	NOM	_
refugiebant	refugio	VER	_
illi	ille	PROdem	Masc
studio	studium	NOM	_
incitati	incitatus	ADJqua	Masc
incautius	incaute	ADV	_
sequebantur	sequor	VER	_

acies	acies	NOM	_
erat	sum	VER	_
Afraniana	afranianus	ADJqua	Fem
duplex	duplex	ADJmul	Com
legionum	legio	NOM	_
5	5	ADJcar	_
tertium	tertius	ADJord	MascNeut
in	in	PRE	_
subsidiis	subsidium	NOM	_
locum	locus	NOM	_
alariae	alarius	ADJqua	Fem
cohortes	cohors	NOM	_
obtinebant	obtineo	VER	_
Caesaris	caesar	NOM	_
triplex	triplex	ADJmul	Com
sed	sed	CONcoo	_
primam	primus	ADJord	Fem
aciem	acies	NOM	_
quaternae	quaternus	ADJdis	Fem
cohortes	cohors	NOM	_
ex	ex	PRE	_
5	5	ADJcar	_
legionibus	legio	NOM	_
tenebant	teneo	VER	_
has	hic	PROdem	Fem
subsidiariae	subsidiarius	ADJqua	Fem
ternae	ternus	ADJdis	Fem
et	et	CONcoo	_
rursus	rursus	ADV	_
aliae	alius	PROind	Fem
totidem	totidem	PROdem	_
suae	suus	PROpos.ref	Fem
cuiusque	quisque	PROind	Com
legionis	legio	NOM	_
subsequebantur	subsequor	VER	_
sagittarii	sagittarius	NOM	_
funditores	funditor	NOM	_
-que	que	CONcoo	_
media	medius	ADJqua	Fem
continebantur	contineo	VER	_
acie	acies	NOM	_
equitatus	equitatus	NOM	_
latera	latus	NOM	_
cingebat	cingo	VER	_

si	si	CONsub	_
non	non	ADVneg	_
omnia	omnis	PROind	Neut
caderent	cado	VER	_
secunda	secundus	ADJqua	Neut
fortunam	fortuna	NOM	_
esse	sum	VER	_
industria	industria	NOM	_
subleuandam	subleuo	VER	Fem

neque	neque	CONcoo	_
id	is	PROdem	Neut
fuit	sum	VER	_
falsum	falsus	ADJqua	Neut
quod	qui	PROrel	Neut
ille	ille	PROdem	Masc
in	in	PRE	_
pugnam	pugna	NOM	_
proficiscens	proficiscor	VER	Com
dixerat	dico	VER	_

erant	sum	VER	_
apud	apud	PRE	_
Caesarem	caesar	NOM	_
in	in	PRE	_
equitum	eques	NOM	_
numero	numerus	NOM	_
Allobroges	allobroges	NOM	_
2	2	ADJcar	MascNeut
fratres	frater	NOM	_
Roucillus	roucillus	NOM	_
et	et	CONcoo	_
Aecus	aecus	NOM	_
Adbucilli	abducillus	NOM	_
filii	filius	NOM	_
qui	qui	PROrel	Masc
principatum	principatus	NOM	_
in	in	PRE	_
ciuitate	ciuitas	NOM	_
multis	multus	ADJqua	Com
annis	annus	NOM	_
obtinuerat	obtineo	VER	_
singulari	singularis	ADJqua	Com
uirtute	uirtus	NOM	_
homines	homo	NOM	_
quorum	qui	PROrel	MascNeut
opera	opera	NOM	_
Caesar	caesar	NOM	_
omnibus	omnis	PROind	Com
Gallicis	gallicus	ADJqua	Com
bellis	bellum	NOM	_
optima	bonus	ADJqua	Fem
fortissima	fortis	ADJqua	Fem
-que	que	CONcoo	_
usus	utor	VER	Masc

erat	sum	VER	_
per	per	PRE	_
decliue	decliue	NOM	_
receptus	receptus	NOM	_

cuius	qui	PROrel	Com
cognito	cognosco	VER	MascNeut
consilio	consilium	NOM	_
Caesar	caesar	NOM	_
frustra	frustra	ADV	_
diebus	dies	NOM	_
aliquot	aliquot	PROind	_
consumptis	consumo	VER	Com
ne	ne	CONsub	_
reliquum	reliquus	ADJqua	MascNeut
tempus	tempus	NOM	_
amittat	amitto	VER	_
infectis	inficio	VER	Com
iis	is	PROdem	Com
quae	qui	PROrel	Neut
agere	ago	VER	_
destinauerat	destino	VER	_
ab	ab	PRE	_
urbe	urbs	NOM	_
proficiscitur	proficiscor	VER	_
atque	atque	CONcoo	_
in	in	PRE	_
ulteriorem	ulterior	ADJqua	MascFem
Galliam	gallia	NOM	_
peruenit	peruenio	VER	_

haec	hic	PROdem	Neut
senatus	senatus	NOM	_
consulto	consultum	NOM	_
perscribuntur	perscribo	VER	_
a	ante	PRE	_
d	dies	NOM	_
7	7	ADJord	MascNeut
id	idus	NOM	_
Ian	ianuarius	ADJqua	Fem

non	non	ADVneg	_
denique	denique	ADV	_
communis	communis	ADJqua	Com
belli	bellum	NOM	_
casus	casus	NOM	_
recordabantur	recordor	VER	_
quam	quam	ADVint	_
paruulae	paruulus	ADJqua	Fem
saepe	saepe	ADV	_
causae	causa	NOM	_
uel	uel	CONcoo	_
falsae	falsus	ADJqua	Fem
suspicionis	suspicio	NOM	_
uel	uel	CONcoo	_
terroris	terror	NOM	_
repentini	repentinus	ADJqua	MascNeut
uel	uel	CONcoo	_
obiectae	obicio	VER	Fem
religionis	religio	NOM	_
magna	magnus	ADJqua	Neut
detrimenta	detrimentum	NOM	_
intulissent	infero	VER	_
quotiens	quotiens	ADVint	_
uel	uel	CONcoo	_
ducis	dux	NOM	_
uitio	uitium	NOM	_
uel	uel	CONcoo	_
culpa	culpa	NOM	_
tribuni	tribunus	NOM	_
in	in	PRE	_
exercitu	exercitus	NOM	_
offensum	offendo	VER	Neut

quanto	quanto	ADVrel	_
-que	que	CONcoo	_
eius	is	PROdem	Com
amplius	ample	ADV	_
processerat	procedo	VER	_
temporis	tempus	NOM	_
tanto	tanto	ADV	_
erant	sum	VER	_
alacriores	alacer	ADJqua	MascFem
ad	ad	PRE	_
custodias	custodia	NOM	_
qui	qui	PROrel	Masc
classibus	classis	NOM	_
praeerant	praesum	VER	_
maiorem	magnus	ADJqua	MascFem
-que	que	CONcoo	_
fiduciam	fiducia	NOM	_
prohibendi	prohibeo	VER	_
habebant	habeo	VER	_
et	et	CONcoo	_
crebris	creber	ADJqua	Com
Pompei	pompeius	NOM	_
litteris	littera	NOM	_
castigabantur	castigo	VER	_
quoniam	quoniam	CONsub	_
primo	primo	ADJadv.ord	_
uenientem	uenio	VER	MascFem
Caesarem	caesar	NOM	_
non	non	ADVneg	_
prohibuissent	prohibeo	VER	_
ut	ut	CONsub	_
reliquos	reliquus	ADJqua	Masc
eius	is	PROdem	Com
exercitus	exercitus	NOM	_
impedirent	impedio	VER	_
durius	durus	ADJqua	Neut
-que	que	CONcoo	_
cotidie	cotidie	ADV	_
tempus	tempus	NOM	_
ad	ad	PRE	_
transportandum	transporto	VER	_
lenioribus	lenis	ADJqua	Com
uentis	uentus	NOM	_
expectabant	exspecto	VER	_

ille	ille	PROdem	Masc
perterritus	perterreo	VER	Masc
quod	quod	CONsub	_
omnem	omnis	PROind	MascFem
prouinciam	prouincia	NOM	_
consentire	consentio	VER	_
intellegebat	intelligo	VER	_
ex	ex	PRE	_
Sardinia	sardinia	NOM	_
in	in	PRE	_
Africam	africa	NOM	_
profugit	profugio	VER	_

Pergami	pergamum	NOM	_
-que	que	CONcoo	_
in	in	PRE	_
occultis	occultus	ADJqua	Com
ac	ac	CONcoo	_
reconditis	recondo	VER	Com
templi	templum	NOM	_
quo	quo	ADVrel	_
praeter	praeter	PRE	_
sacerdotes	sacerdos	NOM	_
adire	adeo	VER	_
fas	fas	NOM	_
non	non	ADVneg	_
est	sum	VER	_
quae	qui	PROrel	Neut
Graeci	graeci	NOM	_
adyta	adytum	NOM	_
appellant	appello	VER	_
tympana	tympanum	NOM	_
sonuerunt	sono	VER	_

hunc	hic	PROdem	Masc
Marcellus	marcellus	NOM	_
collega	collega	NOM	_
et	et	CONcoo	_
plerique	plerusque	ADJqua	Masc
magistratus	magistratus	NOM	_
consecuti	consequor	VER	Masc

erat	sum	VER	_
iniqua	iniquus	ADJqua	Fem
condicio	condicio	NOM	_
postulare	postulo	VER	_
ut	ut	CONsub	_
Caesar	caesar	NOM	_
Arimino	ariminum	NOM	_
excederet	excedo	VER	_
atque	atque	CONcoo	_
in	in	PRE	_
prouinciam	prouincia	NOM	_
reuerteretur	reuertor	VER	_
ipsum	ipse	PROdem	MascNeut
et	et	CONcoo	_
prouincias	prouincia	NOM	_
et	et	CONcoo	_
legiones	legio	NOM	_
alienas	alienus	ADJqua	Fem
tenere	teneo	VER	_
exercitum	exercitus	NOM	_
Caesaris	caesar	NOM	_
uelle	uolo	VER	_
dimitti	dimitto	VER	_
dilectus	dilectus	NOM	_
habere	habeo	VER	_
polliceri	polliceor	VER	_
se	sui	PROref	_
in	in	PRE	_
prouinciam	prouincia	NOM	_
iturum	eo	VER	MascNeut
neque	neque	CONcoo	_
quem	quis	PROint	MascFem
ante	ante	PRE	_
diem	dies	NOM	_
iturus	eo	VER	Masc
sit	sum	VER	_
definire	definio	VER	_
ut	ut	CONsub	_
si	si	CONsub	_
peracto	perago	VER	MascNeut
consulatu	consulatus	NOM	_
Caesaris	caesar	NOM	_
non	non	ADVneg	_
profectus	proficiscor	VER	Masc
nulla	nullus	PROind	Fem
tamen	tamen	ADV	_
mendaci	mendacium	NOM	_
religione	religio	NOM	_
obstrictus	obstringo	VER	Masc
uideretur	uideo	VER	_
tempus	tempus	NOM	_
uero	uero	CONcoo	_
conloquio	colloquium	NOM	_
non	non	ADVneg	_
dare	do	VER	_
neque	neque	CONcoo	_
accessurum	accedo	VER	MascNeut
polliceri	polliceor	VER	_
magnam	magnus	ADJqua	Fem
pacis	pax	NOM	_
desperationem	desperatio	NOM	_
adferebat	affero	VER	_

his	hic	PROdem	Com
rebus	res	NOM	_
conpletis	compleo	VER	Com
legionem	legio	NOM	_
reduci	reduco	VER	_
iussit	iubeo	VER	_

eo	eo	ADV	_
triduo	triduum	NOM	_
legio	legio	NOM	_
8	8	ADJord	Fem
ad	ad	PRE	_
eum	is	PROdem	Masc
uenit	uenio	VER	_
cohortes	cohors	NOM	_
-que	que	CONcoo	_
ex	ex	PRE	_
nouis	nouus	ADJqua	Com
Galliae	gallia	NOM	_
dilectibus	dilectus	NOM	_
22	22	ADJcar	_
22	22	ADJcar	Fem
equites	eques	NOM	_
-que	que	CONcoo	_
ab	ab	PRE	_
rege	rex	NOM	_
Norico	noricus	ADJqua	MascNeut
circiter	circiter	ADV	_
300	300	ADJcar	Masc

pons	pons	NOM	_
enim	enim	CONcoo	_
ipsius	ipse	PROdem	Com
magnum	magnus	ADJqua	MascNeut
circuitum	circuitus	NOM	_
habebat	habeo	VER	_
ut	ut	CONsub	_
multo	multo	ADV	_
breuiore	breuis	ADJqua	Com
itinere	iter	NOM	_
illi	ille	PROdem	Masc
ad	ad	PRE	_
Hiberum	iberus	NOM	_
peruenire	peruenio	VER	_
possent	possum	VER	_

huc	huc	ADV	_
tota	totus	PROind	Fem
Vari	uarus	NOM	_
conuersa	conuerto	VER	Fem
acies	acies	NOM	_
suos	sui	PROpos.ref	Masc
fugere	fugio	VER	_
et	et	CONcoo	_
concidi	concido	VER	_
uidebat	uideo	VER	_

nacti	nanciscor	VER	Masc
uacuas	uacuus	ADJqua	Fem
ab	ab	PRE	_
imperiis	imperium	NOM	_
Sardiniam	sardinia	NOM	_
Valerius	ualerius	NOM	_
Curio	curio	NOM	_
Siciliam	sicilia	NOM	_
cum	cum	PRE	_
exercitibus	exercitus	NOM	_
eo	eo	ADV	_
perueniunt	peruenio	VER	_

sed	sed	CONcoo	_
isdem	idem	PROdem	Com
causis	causa	NOM	_
quae	qui	PROrel	Fem
sunt	sum	VER	_
cognitae	cognitus	ADJqua	Fem
quominus	quominus	CONsub	_
dimicare	dimico	VER	_
uellet	uolo	VER	_
mouebatur	moueo	VER	_
atque	atque	CONcoo	_
hoc	hic	PROdem	MascNeut
etiam	etiam	ADV	_
magis	magis	ADV	_
quod	quod	CONsub	_
spatii	spatium	NOM	_
breuitas	breuitas	NOM	_
etiam	etiam	ADV	_
in	in	PRE	_
fugam	fuga	NOM	_
coniectis	conicio	VER	Com
aduersariis	aduersarius	NOM	_
non	non	ADVneg	_
multum	multum	ADV	_
ad	ad	PRE	_
summam	summa	NOM	_
uictoriae	uictoria	NOM	_
iuuare	iuuo	VER	_
poterat	possum	VER	_

iam	iam	ADV	_
uero	uero	CONcoo	_
eo	eo	ADV	_
magis	magis	ADV	_
illi	ille	PROdem	Masc
maturandum	maturo	VER	MascNeut
iter	iter	NOM	_
existimabant	existimo	VER	_

nuntiatur	nuntio	VER	_
Afranio	afranius	NOM	_
magnos	magnus	ADJqua	Masc
commeatus	commeatus	NOM	_
qui	qui	PROrel	Masc
iter	iter	NOM	_
habebant	habeo	VER	_
ad	ad	PRE	_
Caesarem	caesar	NOM	_
ad	ad	PRE	_
flumen	flumen	NOM	_
constitisse	consisto	VER	_

sed	sed	CONcoo	_
serius	sero	ADV	_
a	ab	PRE	_
terra	terra	NOM	_
prouectae	proueho	VER	Fem
